2,11,,,,,,,,,
Gene.name,36746,36764,36772,36787,36789,36797,36798,36905,36906,36907
Cfap126,0.038925894,0.098016528,0.117002494,0.107575943,0.38440592,0.03455694,0.031557779,0.037091596,0.039229235,0.031335658
Hes2,0.038925894,0.065344352,0.039000831,0.107575943,0.19220296,0.03455694,0.063115558,0.037091596,0.039229235,0.031335658
,0.038925894,0.032672176,0.039000831,0.14343459,0.09610148,0.03455694,0.094673337,0.037091596,0.039229235,0.031335658
,0.077851789,0.16336088,0.156003326,0.14343459,0.09610148,0.03455694,0.094673337,0.037091596,0.039229235,0.031335658
Hhex,0.155703578,0.098016528,0.039000831,0.035858648,0.04805074,0.103670821,0.126231116,0.037091596,0.039229235,0.031335658
Csmd1,0.155703578,0.065344352,0.156003326,0.035858648,0.19220296,0.172784702,0.410251128,0.037091596,0.039229235,0.031335658
Kctd14,0.077851789,0.032672176,0.27300582,0.14343459,0.09610148,0.03455694,0.063115558,0.074183192,0.039229235,0.031335658
Hdc,0.038925894,0.065344352,0.039000831,0.035858648,0.04805074,0.03455694,0.094673337,0.074183192,0.039229235,0.031335658
,0.038925894,0.065344352,0.078001663,0.251010533,0.04805074,0.069113881,0.094673337,0.074183192,0.039229235,0.031335658
,0.038925894,0.065344352,0.039000831,0.071717295,0.04805074,0.03455694,0.031557779,0.111274788,0.039229235,0.031335658
,0.116777683,0.065344352,0.039000831,0.071717295,0.09610148,0.069113881,0.031557779,0.111274788,0.039229235,0.031335658
Cela1,0.194629472,0.032672176,0.117002494,0.251010533,0.04805074,0.172784702,0.063115558,0.111274788,0.039229235,0.031335658
,0.116777683,0.098016528,0.078001663,0.14343459,0.19220296,0.103670821,0.031557779,0.148366384,0.039229235,0.031335658
Spem1,0.077851789,0.098016528,0.039000831,0.322727828,0.09610148,0.241898583,0.031557779,0.148366384,0.039229235,0.031335658
,0.038925894,0.130688704,0.117002494,0.035858648,0.14415222,0.069113881,0.063115558,0.148366384,0.039229235,0.031335658
,0.155703578,0.032672176,0.078001663,0.14343459,0.14415222,0.103670821,0.063115558,0.148366384,0.039229235,0.031335658
U6,0.272481261,0.032672176,0.039000831,0.14343459,0.04805074,0.172784702,0.094673337,0.148366384,0.039229235,0.031335658
Hjv,0.038925894,0.032672176,0.195004157,0.035858648,0.09610148,0.138227762,0.126231116,0.148366384,0.039229235,0.031335658
C3ar1,0.116777683,0.16336088,0.27300582,0.071717295,0.576608881,0.138227762,0.094673337,0.222549576,0.039229235,0.031335658
Cplx2,0.155703578,0.098016528,0.234004989,0.071717295,0.09610148,0.172784702,0.031557779,0.259641172,0.039229235,0.031335658
Fyb,0.35033305,1.633608796,0.390008315,0.57373836,0.768811841,0.207341643,0.031557779,0.259641172,0.039229235,0.031335658
Ly6g6c,0.155703578,0.098016528,0.117002494,0.251010533,1.970080342,0.069113881,0.063115558,0.259641172,0.039229235,0.031335658
Naaladl1,0.038925894,0.130688704,0.351007483,0.466162418,0.19220296,0.103670821,0.094673337,0.259641172,0.039229235,0.031335658
Adamts16,0.194629472,1.143526157,0.234004989,0.179293238,0.04805074,0.207341643,0.094673337,0.259641172,0.039229235,0.031335658
,0.233555367,0.196033055,0.039000831,0.071717295,0.14415222,0.103670821,0.031557779,0.037091596,0.07845847,0.031335658
,0.077851789,0.130688704,0.195004157,0.107575943,0.2402537,0.138227762,0.157788895,0.037091596,0.07845847,0.031335658
Mroh7,0.038925894,0.098016528,0.078001663,0.035858648,0.2402537,0.103670821,0.031557779,0.074183192,0.07845847,0.031335658
Rab39,0.077851789,0.130688704,0.117002494,0.14343459,0.04805074,0.03455694,0.063115558,0.074183192,0.07845847,0.031335658
Amz1,0.077851789,0.065344352,0.078001663,0.071717295,0.2402537,0.03455694,0.063115558,0.074183192,0.07845847,0.031335658
,0.233555367,0.032672176,0.078001663,0.035858648,0.04805074,0.172784702,0.063115558,0.074183192,0.07845847,0.031335658
Sez6l,0.077851789,0.065344352,0.078001663,0.179293238,0.09610148,0.03455694,0.126231116,0.074183192,0.07845847,0.031335658
,0.194629472,0.228705231,0.234004989,0.179293238,0.2402537,0.276455524,0.157788895,0.074183192,0.07845847,0.031335658
5S_rRNA,0.155703578,0.098016528,0.27300582,0.107575943,0.2402537,0.069113881,0.094673337,0.111274788,0.07845847,0.031335658
Slitrk5,0.272481261,0.16336088,0.039000831,0.179293238,0.19220296,0.241898583,0.126231116,0.111274788,0.07845847,0.031335658
Cd80,0.038925894,0.032672176,0.117002494,0.215151885,0.19220296,0.03455694,0.157788895,0.111274788,0.07845847,0.031335658
,0.116777683,0.065344352,0.039000831,0.107575943,0.43245666,0.207341643,0.031557779,0.148366384,0.07845847,0.031335658
,0.778517889,0.424738287,0.312006652,0.753031598,4.276515864,0.311012464,0.063115558,0.148366384,0.07845847,0.031335658
U6,0.038925894,0.098016528,0.078001663,0.071717295,0.04805074,0.207341643,0.126231116,0.148366384,0.07845847,0.031335658
,0.038925894,0.098016528,0.039000831,0.215151885,0.04805074,0.103670821,0.031557779,0.18545798,0.07845847,0.031335658
Jakmip1,0.155703578,0.032672176,0.039000831,0.215151885,0.04805074,0.069113881,0.031557779,0.222549576,0.07845847,0.031335658
Kcnh1,0.467110733,0.065344352,0.390008315,0.107575943,0.19220296,0.03455694,0.063115558,0.259641172,0.07845847,0.031335658
Asb16,0.077851789,0.065344352,0.156003326,0.394445123,0.33635518,0.103670821,0.189346674,0.445099152,0.07845847,0.031335658
Erich3,0.934221467,1.143526157,0.156003326,0.824748893,0.4805074,0.03455694,0.031557779,0.037091596,0.117687705,0.031335658
Smco2,0.077851789,0.065344352,0.117002494,0.035858648,0.09610148,0.103670821,0.031557779,0.037091596,0.117687705,0.031335658
Clic5,0.116777683,0.16336088,0.27300582,0.035858648,0.2402537,0.03455694,0.063115558,0.037091596,0.117687705,0.031335658
Dusp2,0.038925894,0.130688704,0.039000831,0.466162418,0.04805074,0.276455524,0.094673337,0.037091596,0.117687705,0.031335658
Tlr8,0.077851789,0.032672176,0.039000831,0.107575943,0.2402537,0.138227762,0.063115558,0.074183192,0.117687705,0.031335658
Vangl2,0.233555367,0.130688704,0.234004989,0.14343459,0.2402537,0.138227762,0.063115558,0.074183192,0.117687705,0.031335658
Neu2,0.428184839,0.914820926,0.039000831,0.179293238,1.681775902,0.138227762,0.063115558,0.074183192,0.117687705,0.031335658
Rragd,0.233555367,0.098016528,0.078001663,0.035858648,0.33635518,0.069113881,0.094673337,0.074183192,0.117687705,0.031335658
Tldc2,0.116777683,0.065344352,0.156003326,0.179293238,0.09610148,0.207341643,0.189346674,0.074183192,0.117687705,0.031335658
Vwa2,0.077851789,0.065344352,0.039000831,0.179293238,0.19220296,0.03455694,0.031557779,0.111274788,0.117687705,0.031335658
,0.116777683,0.065344352,0.039000831,0.107575943,0.09610148,0.03455694,0.063115558,0.111274788,0.117687705,0.031335658
,0.077851789,0.065344352,0.156003326,0.251010533,0.09610148,0.03455694,0.031557779,0.148366384,0.117687705,0.031335658
Pou3f1,0.544962522,0.522754815,0.117002494,0.537879713,0.19220296,0.069113881,0.063115558,0.148366384,0.117687705,0.031335658
Pou3f4,0.506036628,0.261377407,0.117002494,0.107575943,0.04805074,0.138227762,0.063115558,0.148366384,0.117687705,0.031335658
Gm24648,0.155703578,0.196033055,0.039000831,0.251010533,0.09610148,0.138227762,0.126231116,0.148366384,0.117687705,0.031335658
Slc29a4,0.272481261,0.261377407,0.195004157,0.071717295,0.28830444,0.069113881,0.189346674,0.148366384,0.117687705,0.031335658
Mylk3,0.038925894,0.098016528,0.117002494,0.14343459,0.09610148,0.069113881,0.063115558,0.18545798,0.117687705,0.031335658
Slc35g2,0.311407156,0.065344352,0.195004157,0.179293238,0.04805074,0.103670821,0.157788895,0.18545798,0.117687705,0.031335658
Add2,0.272481261,0.130688704,0.078001663,0.215151885,0.19220296,0.069113881,0.189346674,0.18545798,0.117687705,0.031335658
Mapk11,0.233555367,0.098016528,0.195004157,0.035858648,0.14415222,0.138227762,0.063115558,0.222549576,0.117687705,0.031335658
Cpne7,0.35033305,0.816804398,0.156003326,0.215151885,0.19220296,0.172784702,0.157788895,0.259641172,0.117687705,0.031335658
Phlda2,0.428184839,0.098016528,0.429009146,0.14343459,0.576608881,0.069113881,0.031557779,0.333824364,0.117687705,0.031335658
Syt15,0.077851789,0.130688704,0.078001663,0.179293238,0.09610148,0.03455694,0.031557779,0.037091596,0.15691694,0.031335658
SNORD42,0.155703578,0.032672176,0.156003326,0.035858648,0.14415222,0.03455694,0.031557779,0.037091596,0.15691694,0.031335658
